CalendarDate,DateKey,Year,Quarter,Month,MonthName,Week,Day,DayName,Weekend
2023-06-18,20230618,2023,2,6,June,24,18,Sunday,True
2023-06-19,20230619,2023,2,6,June,25,19,Monday,False
2023-06-20,20230620,2023,2,6,June,25,20,Tuesday,False
2023-06-21,20230621,2023,2,6,June,25,21,Wednesday,False
2023-06-22,20230622,2023,2,6,June,25,22,Thursday,False
2023-06-23,20230623,2023,2,6,June,25,23,Friday,False
2023-06-24,20230624,2023,2,6,June,25,24,Saturday,True
2023-06-25,20230625,2023,2,6,June,25,25,Sunday,True
2023-06-26,20230626,2023,2,6,June,26,26,Monday,False
2023-06-27,20230627,2023,2,6,June,26,27,Tuesday,False
2023-06-28,20230628,2023,2,6,June,26,28,Wednesday,False
2023-06-29,20230629,2023,2,6,June,26,29,Thursday,False
2023-06-30,20230630,2023,2,6,June,26,30,Friday,False
2023-07-01,20230701,2023,3,7,July,26,1,Saturday,True
2023-07-02,20230702,2023,3,7,July,26,2,Sunday,True
2023-07-03,20230703,2023,3,7,July,27,3,Monday,False
2023-07-04,20230704,2023,3,7,July,27,4,Tuesday,False
2023-07-05,20230705,2023,3,7,July,27,5,Wednesday,False
2023-07-06,20230706,2023,3,7,July,27,6,Thursday,False
2023-07-07,20230707,2023,3,7,July,27,7,Friday,False
2023-07-08,20230708,2023,3,7,July,27,8,Saturday,True
2023-07-09,20230709,2023,3,7,July,27,9,Sunday,True
2023-07-10,20230710,2023,3,7,July,28,10,Monday,False
2023-07-11,20230711,2023,3,7,July,28,11,Tuesday,False
2023-07-12,20230712,2023,3,7,July,28,12,Wednesday,False
2023-07-13,20230713,2023,3,7,July,28,13,Thursday,False
2023-07-14,20230714,2023,3,7,July,28,14,Friday,False
2023-07-15,20230715,2023,3,7,July,28,15,Saturday,True
2023-07-16,20230716,2023,3,7,July,28,16,Sunday,True
2023-07-17,20230717,2023,3,7,July,29,17,Monday,False
2023-07-18,20230718,2023,3,7,July,29,18,Tuesday,False
2023-07-19,20230719,2023,3,7,July,29,19,Wednesday,False
2023-07-20,20230720,2023,3,7,July,29,20,Thursday,False
2023-07-21,20230721,2023,3,7,July,29,21,Friday,False
2023-07-22,20230722,2023,3,7,July,29,22,Saturday,True
2023-07-23,20230723,2023,3,7,July,29,23,Sunday,True
2023-07-24,20230724,2023,3,7,July,30,24,Monday,False
2023-07-25,20230725,2023,3,7,July,30,25,Tuesday,False
2023-07-26,20230726,2023,3,7,July,30,26,Wednesday,False
2023-07-27,20230727,2023,3,7,July,30,27,Thursday,False
2023-07-28,20230728,2023,3,7,July,30,28,Friday,False
2023-07-29,20230729,2023,3,7,July,30,29,Saturday,True
2023-07-30,20230730,2023,3,7,July,30,30,Sunday,True
2023-07-31,20230731,2023,3,7,July,31,31,Monday,False
2023-08-01,20230801,2023,3,8,August,31,1,Tuesday,False
2023-08-02,20230802,2023,3,8,August,31,2,Wednesday,False
2023-08-03,20230803,2023,3,8,August,31,3,Thursday,False
2023-08-04,20230804,2023,3,8,August,31,4,Friday,False
2023-08-05,20230805,2023,3,8,August,31,5,Saturday,True
2023-08-06,20230806,2023,3,8,August,31,6,Sunday,True
2023-08-07,20230807,2023,3,8,August,32,7,Monday,False
2023-08-08,20230808,2023,3,8,August,32,8,Tuesday,False
2023-08-09,20230809,2023,3,8,August,32,9,Wednesday,False
2023-08-10,20230810,2023,3,8,August,32,10,Thursday,False
2023-08-11,20230811,2023,3,8,August,32,11,Friday,False
2023-08-12,20230812,2023,3,8,August,32,12,Saturday,True
2023-08-13,20230813,2023,3,8,August,32,13,Sunday,True
2023-08-14,20230814,2023,3,8,August,33,14,Monday,False
2023-08-15,20230815,2023,3,8,August,33,15,Tuesday,False
2023-08-16,20230816,2023,3,8,August,33,16,Wednesday,False
2023-08-17,20230817,2023,3,8,August,33,17,Thursday,False
2023-08-18,20230818,2023,3,8,August,33,18,Friday,False
2023-08-19,20230819,2023,3,8,August,33,19,Saturday,True
2023-08-20,20230820,2023,3,8,August,33,20,Sunday,True
2023-08-21,20230821,2023,3,8,August,34,21,Monday,False
2023-08-22,20230822,2023,3,8,August,34,22,Tuesday,False
2023-08-23,20230823,2023,3,8,August,34,23,Wednesday,False
2023-08-24,20230824,2023,3,8,August,34,24,Thursday,False
2023-08-25,20230825,2023,3,8,August,34,25,Friday,False
2023-08-26,20230826,2023,3,8,August,34,26,Saturday,True
2023-08-27,20230827,2023,3,8,August,34,27,Sunday,True
2023-08-28,20230828,2023,3,8,August,35,28,Monday,False
2023-08-29,20230829,2023,3,8,August,35,29,Tuesday,False
2023-08-30,20230830,2023,3,8,August,35,30,Wednesday,False
2023-08-31,20230831,2023,3,8,August,35,31,Thursday,False
2023-09-01,20230901,2023,3,9,September,35,1,Friday,False
2023-09-02,20230902,2023,3,9,September,35,2,Saturday,True
2023-09-03,20230903,2023,3,9,September,35,3,Sunday,True
2023-09-04,20230904,2023,3,9,September,36,4,Monday,False
2023-09-05,20230905,2023,3,9,September,36,5,Tuesday,False
2023-09-06,20230906,2023,3,9,September,36,6,Wednesday,False
2023-09-07,20230907,2023,3,9,September,36,7,Thursday,False
2023-09-08,20230908,2023,3,9,September,36,8,Friday,False
2023-09-09,20230909,2023,3,9,September,36,9,Saturday,True
2023-09-10,20230910,2023,3,9,September,36,10,Sunday,True
2023-09-11,20230911,2023,3,9,September,37,11,Monday,False
2023-09-12,20230912,2023,3,9,September,37,12,Tuesday,False
2023-09-13,20230913,2023,3,9,September,37,13,Wednesday,False
2023-09-14,20230914,2023,3,9,September,37,14,Thursday,False
2023-09-15,20230915,2023,3,9,September,37,15,Friday,False
2023-09-16,20230916,2023,3,9,September,37,16,Saturday,True
2023-09-17,20230917,2023,3,9,September,37,17,Sunday,True
2023-09-18,20230918,2023,3,9,September,38,18,Monday,False
2023-09-19,20230919,2023,3,9,September,38,19,Tuesday,False
2023-09-20,20230920,2023,3,9,September,38,20,Wednesday,False
2023-09-21,20230921,2023,3,9,September,38,21,Thursday,False
2023-09-22,20230922,2023,3,9,September,38,22,Friday,False
2023-09-23,20230923,2023,3,9,September,38,23,Saturday,True
2023-09-24,20230924,2023,3,9,September,38,24,Sunday,True
2023-09-25,20230925,2023,3,9,September,39,25,Monday,False
2023-09-26,20230926,2023,3,9,September,39,26,Tuesday,False
2023-09-27,20230927,2023,3,9,September,39,27,Wednesday,False
2023-09-28,20230928,2023,3,9,September,39,28,Thursday,False
2023-09-29,20230929,2023,3,9,September,39,29,Friday,False
2023-09-30,20230930,2023,3,9,September,39,30,Saturday,True
2023-10-01,20231001,2023,4,10,October,39,1,Sunday,True
2023-10-02,20231002,2023,4,10,October,40,2,Monday,False
2023-10-03,20231003,2023,4,10,October,40,3,Tuesday,False
2023-10-04,20231004,2023,4,10,October,40,4,Wednesday,False
2023-10-05,20231005,2023,4,10,October,40,5,Thursday,False
2023-10-06,20231006,2023,4,10,October,40,6,Friday,False
2023-10-07,20231007,2023,4,10,October,40,7,Saturday,True
2023-10-08,20231008,2023,4,10,October,40,8,Sunday,True
2023-10-09,20231009,2023,4,10,October,41,9,Monday,False
2023-10-10,20231010,2023,4,10,October,41,10,Tuesday,False
2023-10-11,20231011,2023,4,10,October,41,11,Wednesday,False
2023-10-12,20231012,2023,4,10,October,41,12,Thursday,False
2023-10-13,20231013,2023,4,10,October,41,13,Friday,False
2023-10-14,20231014,2023,4,10,October,41,14,Saturday,True
2023-10-15,20231015,2023,4,10,October,41,15,Sunday,True
2023-10-16,20231016,2023,4,10,October,42,16,Monday,False
2023-10-17,20231017,2023,4,10,October,42,17,Tuesday,False
2023-10-18,20231018,2023,4,10,October,42,18,Wednesday,False
2023-10-19,20231019,2023,4,10,October,42,19,Thursday,False
2023-10-20,20231020,2023,4,10,October,42,20,Friday,False
2023-10-21,20231021,2023,4,10,October,42,21,Saturday,True
2023-10-22,20231022,2023,4,10,October,42,22,Sunday,True
2023-10-23,20231023,2023,4,10,October,43,23,Monday,False
2023-10-24,20231024,2023,4,10,October,43,24,Tuesday,False
2023-10-25,20231025,2023,4,10,October,43,25,Wednesday,False
2023-10-26,20231026,2023,4,10,October,43,26,Thursday,False
2023-10-27,20231027,2023,4,10,October,43,27,Friday,False
2023-10-28,20231028,2023,4,10,October,43,28,Saturday,True
2023-10-29,20231029,2023,4,10,October,43,29,Sunday,True
2023-10-30,20231030,2023,4,10,October,44,30,Monday,False
2023-10-31,20231031,2023,4,10,October,44,31,Tuesday,False
2023-11-01,20231101,2023,4,11,November,44,1,Wednesday,False
2023-11-02,20231102,2023,4,11,November,44,2,Thursday,False
2023-11-03,20231103,2023,4,11,November,44,3,Friday,False
2023-11-04,20231104,2023,4,11,November,44,4,Saturday,True
2023-11-05,20231105,2023,4,11,November,44,5,Sunday,True
2023-11-06,20231106,2023,4,11,November,45,6,Monday,False
2023-11-07,20231107,2023,4,11,November,45,7,Tuesday,False
2023-11-08,20231108,2023,4,11,November,45,8,Wednesday,False
2023-11-09,20231109,2023,4,11,November,45,9,Thursday,False
2023-11-10,20231110,2023,4,11,November,45,10,Friday,False
2023-11-11,20231111,2023,4,11,November,45,11,Saturday,True
2023-11-12,20231112,2023,4,11,November,45,12,Sunday,True
2023-11-13,20231113,2023,4,11,November,46,13,Monday,False
2023-11-14,20231114,2023,4,11,November,46,14,Tuesday,False
2023-11-15,20231115,2023,4,11,November,46,15,Wednesday,False
2023-11-16,20231116,2023,4,11,November,46,16,Thursday,False
2023-11-17,20231117,2023,4,11,November,46,17,Friday,False
2023-11-18,20231118,2023,4,11,November,46,18,Saturday,True
2023-11-19,20231119,2023,4,11,November,46,19,Sunday,True
2023-11-20,20231120,2023,4,11,November,47,20,Monday,False
2023-11-21,20231121,2023,4,11,November,47,21,Tuesday,False
2023-11-22,20231122,2023,4,11,November,47,22,Wednesday,False
2023-11-23,20231123,2023,4,11,November,47,23,Thursday,False
2023-11-24,20231124,2023,4,11,November,47,24,Friday,False
2023-11-25,20231125,2023,4,11,November,47,25,Saturday,True
2023-11-26,20231126,2023,4,11,November,47,26,Sunday,True
2023-11-27,20231127,2023,4,11,November,48,27,Monday,False
2023-11-28,20231128,2023,4,11,November,48,28,Tuesday,False
2023-11-29,20231129,2023,4,11,November,48,29,Wednesday,False
2023-11-30,20231130,2023,4,11,November,48,30,Thursday,False
2023-12-01,20231201,2023,4,12,December,48,1,Friday,False
2023-12-02,20231202,2023,4,12,December,48,2,Saturday,True
2023-12-03,20231203,2023,4,12,December,48,3,Sunday,True
2023-12-04,20231204,2023,4,12,December,49,4,Monday,False
2023-12-05,20231205,2023,4,12,December,49,5,Tuesday,False
2023-12-06,20231206,2023,4,12,December,49,6,Wednesday,False
2023-12-07,20231207,2023,4,12,December,49,7,Thursday,False
2023-12-08,20231208,2023,4,12,December,49,8,Friday,False
2023-12-09,20231209,2023,4,12,December,49,9,Saturday,True
2023-12-10,20231210,2023,4,12,December,49,10,Sunday,True
2023-12-11,20231211,2023,4,12,December,50,11,Monday,False
2023-12-12,20231212,2023,4,12,December,50,12,Tuesday,False
2023-12-13,20231213,2023,4,12,December,50,13,Wednesday,False
2023-12-14,20231214,2023,4,12,December,50,14,Thursday,False
2023-12-15,20231215,2023,4,12,December,50,15,Friday,False
2023-12-16,20231216,2023,4,12,December,50,16,Saturday,True
2023-12-17,20231217,2023,4,12,December,50,17,Sunday,True
2023-12-18,20231218,2023,4,12,December,51,18,Monday,False
2023-12-19,20231219,2023,4,12,December,51,19,Tuesday,False
2023-12-20,20231220,2023,4,12,December,51,20,Wednesday,False
2023-12-21,20231221,2023,4,12,December,51,21,Thursday,False
2023-12-22,20231222,2023,4,12,December,51,22,Friday,False
2023-12-23,20231223,2023,4,12,December,51,23,Saturday,True
2023-12-24,20231224,2023,4,12,December,51,24,Sunday,True
2023-12-25,20231225,2023,4,12,December,52,25,Monday,False
2023-12-26,20231226,2023,4,12,December,52,26,Tuesday,False
2023-12-27,20231227,2023,4,12,December,52,27,Wednesday,False
2023-12-28,20231228,2023,4,12,December,52,28,Thursday,False
2023-12-29,20231229,2023,4,12,December,52,29,Friday,False
2023-12-30,20231230,2023,4,12,December,52,30,Saturday,True
2023-12-31,20231231,2023,4,12,December,52,31,Sunday,True
2024-01-01,20240101,2024,1,1,January,1,1,Monday,False
2024-01-02,20240102,2024,1,1,January,1,2,Tuesday,False
2024-01-03,20240103,2024,1,1,January,1,3,Wednesday,False
2024-01-04,20240104,2024,1,1,January,1,4,Thursday,False
2024-01-05,20240105,2024,1,1,January,1,5,Friday,False
2024-01-06,20240106,2024,1,1,January,1,6,Saturday,True
2024-01-07,20240107,2024,1,1,January,1,7,Sunday,True
2024-01-08,20240108,2024,1,1,January,2,8,Monday,False
2024-01-09,20240109,2024,1,1,January,2,9,Tuesday,False
2024-01-10,20240110,2024,1,1,January,2,10,Wednesday,False
2024-01-11,20240111,2024,1,1,January,2,11,Thursday,False
2024-01-12,20240112,2024,1,1,January,2,12,Friday,False
2024-01-13,20240113,2024,1,1,January,2,13,Saturday,True
2024-01-14,20240114,2024,1,1,January,2,14,Sunday,True
2024-01-15,20240115,2024,1,1,January,3,15,Monday,False
2024-01-16,20240116,2024,1,1,January,3,16,Tuesday,False
2024-01-17,20240117,2024,1,1,January,3,17,Wednesday,False
2024-01-18,20240118,2024,1,1,January,3,18,Thursday,False
2024-01-19,20240119,2024,1,1,January,3,19,Friday,False
2024-01-20,20240120,2024,1,1,January,3,20,Saturday,True
2024-01-21,20240121,2024,1,1,January,3,21,Sunday,True
2024-01-22,20240122,2024,1,1,January,4,22,Monday,False
2024-01-23,20240123,2024,1,1,January,4,23,Tuesday,False
2024-01-24,20240124,2024,1,1,January,4,24,Wednesday,False
2024-01-25,20240125,2024,1,1,January,4,25,Thursday,False
2024-01-26,20240126,2024,1,1,January,4,26,Friday,False
2024-01-27,20240127,2024,1,1,January,4,27,Saturday,True
2024-01-28,20240128,2024,1,1,January,4,28,Sunday,True
2024-01-29,20240129,2024,1,1,January,5,29,Monday,False
2024-01-30,20240130,2024,1,1,January,5,30,Tuesday,False
2024-01-31,20240131,2024,1,1,January,5,31,Wednesday,False
2024-02-01,20240201,2024,1,2,February,5,1,Thursday,False
2024-02-02,20240202,2024,1,2,February,5,2,Friday,False
2024-02-03,20240203,2024,1,2,February,5,3,Saturday,True
2024-02-04,20240204,2024,1,2,February,5,4,Sunday,True
2024-02-05,20240205,2024,1,2,February,6,5,Monday,False
2024-02-06,20240206,2024,1,2,February,6,6,Tuesday,False
2024-02-07,20240207,2024,1,2,February,6,7,Wednesday,False
2024-02-08,20240208,2024,1,2,February,6,8,Thursday,False
2024-02-09,20240209,2024,1,2,February,6,9,Friday,False
2024-02-10,20240210,2024,1,2,February,6,10,Saturday,True
2024-02-11,20240211,2024,1,2,February,6,11,Sunday,True
2024-02-12,20240212,2024,1,2,February,7,12,Monday,False
2024-02-13,20240213,2024,1,2,February,7,13,Tuesday,False
2024-02-14,20240214,2024,1,2,February,7,14,Wednesday,False
2024-02-15,20240215,2024,1,2,February,7,15,Thursday,False
2024-02-16,20240216,2024,1,2,February,7,16,Friday,False
2024-02-17,20240217,2024,1,2,February,7,17,Saturday,True
2024-02-18,20240218,2024,1,2,February,7,18,Sunday,True
2024-02-19,20240219,2024,1,2,February,8,19,Monday,False
2024-02-20,20240220,2024,1,2,February,8,20,Tuesday,False
2024-02-21,20240221,2024,1,2,February,8,21,Wednesday,False
2024-02-22,20240222,2024,1,2,February,8,22,Thursday,False
2024-02-23,20240223,2024,1,2,February,8,23,Friday,False
2024-02-24,20240224,2024,1,2,February,8,24,Saturday,True
2024-02-25,20240225,2024,1,2,February,8,25,Sunday,True
2024-02-26,20240226,2024,1,2,February,9,26,Monday,False
2024-02-27,20240227,2024,1,2,February,9,27,Tuesday,False
2024-02-28,20240228,2024,1,2,February,9,28,Wednesday,False
2024-02-29,20240229,2024,1,2,February,9,29,Thursday,False
2024-03-01,20240301,2024,1,3,March,9,1,Friday,False
2024-03-02,20240302,2024,1,3,March,9,2,Saturday,True
2024-03-03,20240303,2024,1,3,March,9,3,Sunday,True
2024-03-04,20240304,2024,1,3,March,10,4,Monday,False
2024-03-05,20240305,2024,1,3,March,10,5,Tuesday,False
2024-03-06,20240306,2024,1,3,March,10,6,Wednesday,False
2024-03-07,20240307,2024,1,3,March,10,7,Thursday,False
2024-03-08,20240308,2024,1,3,March,10,8,Friday,False
2024-03-09,20240309,2024,1,3,March,10,9,Saturday,True
2024-03-10,20240310,2024,1,3,March,10,10,Sunday,True
2024-03-11,20240311,2024,1,3,March,11,11,Monday,False
2024-03-12,20240312,2024,1,3,March,11,12,Tuesday,False
2024-03-13,20240313,2024,1,3,March,11,13,Wednesday,False
2024-03-14,20240314,2024,1,3,March,11,14,Thursday,False
2024-03-15,20240315,2024,1,3,March,11,15,Friday,False
2024-03-16,20240316,2024,1,3,March,11,16,Saturday,True
2024-03-17,20240317,2024,1,3,March,11,17,Sunday,True
2024-03-18,20240318,2024,1,3,March,12,18,Monday,False
2024-03-19,20240319,2024,1,3,March,12,19,Tuesday,False
2024-03-20,20240320,2024,1,3,March,12,20,Wednesday,False
2024-03-21,20240321,2024,1,3,March,12,21,Thursday,False
2024-03-22,20240322,2024,1,3,March,12,22,Friday,False
2024-03-23,20240323,2024,1,3,March,12,23,Saturday,True
2024-03-24,20240324,2024,1,3,March,12,24,Sunday,True
2024-03-25,20240325,2024,1,3,March,13,25,Monday,False
2024-03-26,20240326,2024,1,3,March,13,26,Tuesday,False
2024-03-27,20240327,2024,1,3,March,13,27,Wednesday,False
2024-03-28,20240328,2024,1,3,March,13,28,Thursday,False
2024-03-29,20240329,2024,1,3,March,13,29,Friday,False
2024-03-30,20240330,2024,1,3,March,13,30,Saturday,True
2024-03-31,20240331,2024,1,3,March,13,31,Sunday,True
2024-04-01,20240401,2024,2,4,April,14,1,Monday,False
2024-04-02,20240402,2024,2,4,April,14,2,Tuesday,False
2024-04-03,20240403,2024,2,4,April,14,3,Wednesday,False
2024-04-04,20240404,2024,2,4,April,14,4,Thursday,False
2024-04-05,20240405,2024,2,4,April,14,5,Friday,False
2024-04-06,20240406,2024,2,4,April,14,6,Saturday,True
2024-04-07,20240407,2024,2,4,April,14,7,Sunday,True
2024-04-08,20240408,2024,2,4,April,15,8,Monday,False
2024-04-09,20240409,2024,2,4,April,15,9,Tuesday,False
2024-04-10,20240410,2024,2,4,April,15,10,Wednesday,False
2024-04-11,20240411,2024,2,4,April,15,11,Thursday,False
2024-04-12,20240412,2024,2,4,April,15,12,Friday,False
2024-04-13,20240413,2024,2,4,April,15,13,Saturday,True
2024-04-14,20240414,2024,2,4,April,15,14,Sunday,True
2024-04-15,20240415,2024,2,4,April,16,15,Monday,False
2024-04-16,20240416,2024,2,4,April,16,16,Tuesday,False
2024-04-17,20240417,2024,2,4,April,16,17,Wednesday,False
2024-04-18,20240418,2024,2,4,April,16,18,Thursday,False
2024-04-19,20240419,2024,2,4,April,16,19,Friday,False
2024-04-20,20240420,2024,2,4,April,16,20,Saturday,True
2024-04-21,20240421,2024,2,4,April,16,21,Sunday,True
2024-04-22,20240422,2024,2,4,April,17,22,Monday,False
2024-04-23,20240423,2024,2,4,April,17,23,Tuesday,False
2024-04-24,20240424,2024,2,4,April,17,24,Wednesday,False
2024-04-25,20240425,2024,2,4,April,17,25,Thursday,False
2024-04-26,20240426,2024,2,4,April,17,26,Friday,False
2024-04-27,20240427,2024,2,4,April,17,27,Saturday,True
2024-04-28,20240428,2024,2,4,April,17,28,Sunday,True
2024-04-29,20240429,2024,2,4,April,18,29,Monday,False
2024-04-30,20240430,2024,2,4,April,18,30,Tuesday,False
2024-05-01,20240501,2024,2,5,May,18,1,Wednesday,False
2024-05-02,20240502,2024,2,5,May,18,2,Thursday,False
2024-05-03,20240503,2024,2,5,May,18,3,Friday,False
2024-05-04,20240504,2024,2,5,May,18,4,Saturday,True
2024-05-05,20240505,2024,2,5,May,18,5,Sunday,True
2024-05-06,20240506,2024,2,5,May,19,6,Monday,False
2024-05-07,20240507,2024,2,5,May,19,7,Tuesday,False
2024-05-08,20240508,2024,2,5,May,19,8,Wednesday,False
2024-05-09,20240509,2024,2,5,May,19,9,Thursday,False
2024-05-10,20240510,2024,2,5,May,19,10,Friday,False
2024-05-11,20240511,2024,2,5,May,19,11,Saturday,True
2024-05-12,20240512,2024,2,5,May,19,12,Sunday,True
2024-05-13,20240513,2024,2,5,May,20,13,Monday,False
2024-05-14,20240514,2024,2,5,May,20,14,Tuesday,False
2024-05-15,20240515,2024,2,5,May,20,15,Wednesday,False
2024-05-16,20240516,2024,2,5,May,20,16,Thursday,False
2024-05-17,20240517,2024,2,5,May,20,17,Friday,False
2024-05-18,20240518,2024,2,5,May,20,18,Saturday,True
2024-05-19,20240519,2024,2,5,May,20,19,Sunday,True
2024-05-20,20240520,2024,2,5,May,21,20,Monday,False
2024-05-21,20240521,2024,2,5,May,21,21,Tuesday,False
2024-05-22,20240522,2024,2,5,May,21,22,Wednesday,False
2024-05-23,20240523,2024,2,5,May,21,23,Thursday,False
2024-05-24,20240524,2024,2,5,May,21,24,Friday,False
2024-05-25,20240525,2024,2,5,May,21,25,Saturday,True
2024-05-26,20240526,2024,2,5,May,21,26,Sunday,True
2024-05-27,20240527,2024,2,5,May,22,27,Monday,False
2024-05-28,20240528,2024,2,5,May,22,28,Tuesday,False
2024-05-29,20240529,2024,2,5,May,22,29,Wednesday,False
2024-05-30,20240530,2024,2,5,May,22,30,Thursday,False
2024-05-31,20240531,2024,2,5,May,22,31,Friday,False
2024-06-01,20240601,2024,2,6,June,22,1,Saturday,True
2024-06-02,20240602,2024,2,6,June,22,2,Sunday,True
2024-06-03,20240603,2024,2,6,June,23,3,Monday,False
2024-06-04,20240604,2024,2,6,June,23,4,Tuesday,False
2024-06-05,20240605,2024,2,6,June,23,5,Wednesday,False
2024-06-06,20240606,2024,2,6,June,23,6,Thursday,False
2024-06-07,20240607,2024,2,6,June,23,7,Friday,False
2024-06-08,20240608,2024,2,6,June,23,8,Saturday,True
2024-06-09,20240609,2024,2,6,June,23,9,Sunday,True
2024-06-10,20240610,2024,2,6,June,24,10,Monday,False
2024-06-11,20240611,2024,2,6,June,24,11,Tuesday,False
2024-06-12,20240612,2024,2,6,June,24,12,Wednesday,False
2024-06-13,20240613,2024,2,6,June,24,13,Thursday,False
2024-06-14,20240614,2024,2,6,June,24,14,Friday,False
2024-06-15,20240615,2024,2,6,June,24,15,Saturday,True
2024-06-16,20240616,2024,2,6,June,24,16,Sunday,True
2024-06-17,20240617,2024,2,6,June,25,17,Monday,False
2024-06-18,20240618,2024,2,6,June,25,18,Tuesday,False
2024-06-19,20240619,2024,2,6,June,25,19,Wednesday,False
2024-06-20,20240620,2024,2,6,June,25,20,Thursday,False
2024-06-21,20240621,2024,2,6,June,25,21,Friday,False
2024-06-22,20240622,2024,2,6,June,25,22,Saturday,True
2024-06-23,20240623,2024,2,6,June,25,23,Sunday,True
2024-06-24,20240624,2024,2,6,June,26,24,Monday,False
2024-06-25,20240625,2024,2,6,June,26,25,Tuesday,False
2024-06-26,20240626,2024,2,6,June,26,26,Wednesday,False
2024-06-27,20240627,2024,2,6,June,26,27,Thursday,False
2024-06-28,20240628,2024,2,6,June,26,28,Friday,False
2024-06-29,20240629,2024,2,6,June,26,29,Saturday,True
2024-06-30,20240630,2024,2,6,June,26,30,Sunday,True
2024-07-01,20240701,2024,3,7,July,27,1,Monday,False
2024-07-02,20240702,2024,3,7,July,27,2,Tuesday,False
2024-07-03,20240703,2024,3,7,July,27,3,Wednesday,False
2024-07-04,20240704,2024,3,7,July,27,4,Thursday,False
2024-07-05,20240705,2024,3,7,July,27,5,Friday,False
2024-07-06,20240706,2024,3,7,July,27,6,Saturday,True
2024-07-07,20240707,2024,3,7,July,27,7,Sunday,True
2024-07-08,20240708,2024,3,7,July,28,8,Monday,False
2024-07-09,20240709,2024,3,7,July,28,9,Tuesday,False
2024-07-10,20240710,2024,3,7,July,28,10,Wednesday,False
2024-07-11,20240711,2024,3,7,July,28,11,Thursday,False
2024-07-12,20240712,2024,3,7,July,28,12,Friday,False
2024-07-13,20240713,2024,3,7,July,28,13,Saturday,True
2024-07-14,20240714,2024,3,7,July,28,14,Sunday,True
2024-07-15,20240715,2024,3,7,July,29,15,Monday,False
2024-07-16,20240716,2024,3,7,July,29,16,Tuesday,False
2024-07-17,20240717,2024,3,7,July,29,17,Wednesday,False
2024-07-18,20240718,2024,3,7,July,29,18,Thursday,False
2024-07-19,20240719,2024,3,7,July,29,19,Friday,False
2024-07-20,20240720,2024,3,7,July,29,20,Saturday,True
2024-07-21,20240721,2024,3,7,July,29,21,Sunday,True
2024-07-22,20240722,2024,3,7,July,30,22,Monday,False
2024-07-23,20240723,2024,3,7,July,30,23,Tuesday,False
2024-07-24,20240724,2024,3,7,July,30,24,Wednesday,False
2024-07-25,20240725,2024,3,7,July,30,25,Thursday,False
2024-07-26,20240726,2024,3,7,July,30,26,Friday,False
2024-07-27,20240727,2024,3,7,July,30,27,Saturday,True
2024-07-28,20240728,2024,3,7,July,30,28,Sunday,True
2024-07-29,20240729,2024,3,7,July,31,29,Monday,False
2024-07-30,20240730,2024,3,7,July,31,30,Tuesday,False
2024-07-31,20240731,2024,3,7,July,31,31,Wednesday,False
2024-08-01,20240801,2024,3,8,August,31,1,Thursday,False
2024-08-02,20240802,2024,3,8,August,31,2,Friday,False
2024-08-03,20240803,2024,3,8,August,31,3,Saturday,True
2024-08-04,20240804,2024,3,8,August,31,4,Sunday,True
2024-08-05,20240805,2024,3,8,August,32,5,Monday,False
2024-08-06,20240806,2024,3,8,August,32,6,Tuesday,False
2024-08-07,20240807,2024,3,8,August,32,7,Wednesday,False
2024-08-08,20240808,2024,3,8,August,32,8,Thursday,False
2024-08-09,20240809,2024,3,8,August,32,9,Friday,False
2024-08-10,20240810,2024,3,8,August,32,10,Saturday,True
2024-08-11,20240811,2024,3,8,August,32,11,Sunday,True
2024-08-12,20240812,2024,3,8,August,33,12,Monday,False
2024-08-13,20240813,2024,3,8,August,33,13,Tuesday,False
2024-08-14,20240814,2024,3,8,August,33,14,Wednesday,False
2024-08-15,20240815,2024,3,8,August,33,15,Thursday,False
2024-08-16,20240816,2024,3,8,August,33,16,Friday,False
2024-08-17,20240817,2024,3,8,August,33,17,Saturday,True
2024-08-18,20240818,2024,3,8,August,33,18,Sunday,True
2024-08-19,20240819,2024,3,8,August,34,19,Monday,False
2024-08-20,20240820,2024,3,8,August,34,20,Tuesday,False
2024-08-21,20240821,2024,3,8,August,34,21,Wednesday,False
2024-08-22,20240822,2024,3,8,August,34,22,Thursday,False
2024-08-23,20240823,2024,3,8,August,34,23,Friday,False
2024-08-24,20240824,2024,3,8,August,34,24,Saturday,True
2024-08-25,20240825,2024,3,8,August,34,25,Sunday,True
2024-08-26,20240826,2024,3,8,August,35,26,Monday,False
2024-08-27,20240827,2024,3,8,August,35,27,Tuesday,False
2024-08-28,20240828,2024,3,8,August,35,28,Wednesday,False
2024-08-29,20240829,2024,3,8,August,35,29,Thursday,False
2024-08-30,20240830,2024,3,8,August,35,30,Friday,False
2024-08-31,20240831,2024,3,8,August,35,31,Saturday,True
2024-09-01,20240901,2024,3,9,September,35,1,Sunday,True
2024-09-02,20240902,2024,3,9,September,36,2,Monday,False
2024-09-03,20240903,2024,3,9,September,36,3,Tuesday,False
2024-09-04,20240904,2024,3,9,September,36,4,Wednesday,False
2024-09-05,20240905,2024,3,9,September,36,5,Thursday,False
2024-09-06,20240906,2024,3,9,September,36,6,Friday,False
2024-09-07,20240907,2024,3,9,September,36,7,Saturday,True
2024-09-08,20240908,2024,3,9,September,36,8,Sunday,True
2024-09-09,20240909,2024,3,9,September,37,9,Monday,False
