ReturnID,OrderNumber,ShipmentID,ProductCode,ReturnDate,QuantityReturned,Reason
3834,SO0025344,25344,FAS-0008,2025-04-21,9,Shipping Damage
3835,SO0025362,25362,HVA-0014,2023-03-14,5,Damaged
3836,SO0025362,25362,FAS-0012,2023-02-20,3,Defective
3837,SO0025365,25365,SAF-0009,2024-02-23,3,Wrong Item
3838,SO0025386,25386,HVA-0002,2025-03-17,3,Shipping Damage
3839,SO0025391,25391,ELE-0011,2025-01-01,5,Defective
3840,SO0025396,25396,ELE-0022,2023-12-26,3,Defective
3841,SO0025399,25399,PWR-0004,2025-10-22,3,Defective
3842,SO0025400,25400,ELE-0017,2025-03-16,9,Defective
3843,SO0025405,25405,SAF-0010,2022-08-28,9,Damaged
3844,SO0025415,25415,FAS-0013,2024-05-15,5,Wrong Item
3845,SO0025419,25419,HVA-0010,2023-04-24,8,Defective
3846,SO0025428,25428,ELE-0002,2023-12-20,8,Defective
3847,SO0025449,25449,FAS-0011,2022-12-15,1,Customer Changed Mind
3848,SO0025454,25454,HVA-0012,2021-09-15,10,Shipping Damage
3849,SO0025457,25457,SAF-0014,2022-02-22,15,Customer Changed Mind
3850,SO0025470,25470,HVA-0023,2023-12-05,7,Wrong Item
3851,SO0025473,25473,FAS-0018,2025-07-21,2,Defective
3852,SO0025484,25484,ELE-0007,2021-06-20,12,Shipping Damage
3853,SO0025492,25492,HVA-0025,2022-02-24,3,Customer Changed Mind
3854,SO0025495,25495,ELE-0015,2023-12-05,1,Damaged
3855,SO0025495,25495,FAS-0017,2023-11-30,9,Customer Changed Mind
3856,SO0025518,25518,PWR-0008,2024-02-20,3,Damaged
3857,SO0025524,25524,ELE-0017,2022-06-21,16,Shipping Damage
3858,SO0025529,25529,PWR-0013,2024-01-23,12,Shipping Damage
3859,SO0025537,25537,ELE-0015,2021-03-22,2,Damaged
3860,SO0025546,25546,HVA-0024,2022-07-24,7,Customer Changed Mind
3861,SO0025554,25554,HVA-0025,2021-05-08,3,Defective
3862,SO0025571,25571,SAF-0003,2022-08-25,9,Wrong Item
3863,SO0025589,25589,ELE-0017,2025-08-05,11,Customer Changed Mind
3864,SO0025598,25598,FAS-0017,2023-07-01,6,Wrong Item
3865,SO0025602,25602,SAF-0004,2025-03-25,2,Shipping Damage
3866,SO0025613,25613,HVA-0003,2022-05-16,5,Customer Changed Mind
3867,SO0025614,25614,ELE-0016,2023-07-05,4,Shipping Damage
3868,SO0025616,25616,HVA-0024,2021-12-12,3,Shipping Damage
3869,SO0025632,25632,SAF-0012,2022-09-12,8,Customer Changed Mind
3870,SO0025637,25637,ELE-0022,2023-11-08,11,Shipping Damage
3871,SO0025652,25652,SAF-0002,2024-04-01,5,Customer Changed Mind
3872,SO0025654,25654,FAS-0017,2023-12-01,16,Shipping Damage
3873,SO0025656,25656,HVA-0026,2021-12-28,10,Customer Changed Mind
3874,SO0025657,25657,ELE-0016,2022-07-19,2,Customer Changed Mind
3875,SO0025660,25660,FAS-0006,2025-08-25,2,Customer Changed Mind
3876,SO0025674,25674,PWR-0012,2023-07-08,7,Shipping Damage
3877,SO0025685,25685,FAS-0004,2021-04-28,10,Damaged
3878,SO0025687,25687,HVA-0024,2022-01-29,8,Customer Changed Mind
3879,SO0025694,25694,HVA-0002,2023-03-12,13,Defective
3880,SO0025701,25701,ELE-0012,2025-01-05,6,Defective
3881,SO0025707,25707,ELE-0014,2024-05-18,3,Defective
3882,SO0025715,25715,HVA-0018,2023-01-26,12,Shipping Damage
3883,SO0025722,25722,HVA-0017,2024-06-13,7,Wrong Item
3884,SO0025722,25722,HVA-0008,2024-06-13,2,Defective
3885,SO0025727,25727,SAF-0014,2023-01-24,1,Shipping Damage
3886,SO0025729,25729,SAF-0002,2021-06-03,1,Defective
3887,SO0025734,25734,PWR-0007,2024-07-14,7,Defective
3888,SO0025740,25740,ELE-0007,2025-04-03,5,Shipping Damage
3889,SO0025749,25749,PWR-0005,2021-02-09,2,Defective
3890,SO0025753,25753,SAF-0008,2024-07-30,5,Shipping Damage
3891,SO0025754,25754,HVA-0013,2024-01-13,1,Customer Changed Mind
3892,SO0025766,25766,ELE-0003,2025-01-11,2,Wrong Item
3893,SO0025786,25786,ELE-0018,2025-02-19,1,Defective
3894,SO0025792,25792,SAF-0002,2024-01-08,2,Wrong Item
3895,SO0025794,25794,ELE-0020,2024-01-03,1,Wrong Item
3896,SO0025797,25797,HVA-0017,2025-03-14,15,Wrong Item
3897,SO0025802,25802,ELE-0008,2025-05-18,6,Defective
3898,SO0025824,25824,FAS-0002,2021-11-20,2,Defective
3899,SO0025833,25833,FAS-0017,2022-11-18,11,Wrong Item
3900,SO0025838,25838,FAS-0003,2023-06-04,7,Customer Changed Mind
3901,SO0025848,25848,HVA-0019,2025-06-22,4,Customer Changed Mind
3902,SO0025860,25860,HVA-0006,2022-06-19,6,Customer Changed Mind
3903,SO0025866,25866,PWR-0014,2023-04-03,3,Damaged
3904,SO0025875,25875,HVA-0026,2025-08-16,1,Damaged
3905,SO0025877,25877,HVA-0019,2022-09-20,14,Wrong Item
3906,SO0025889,25889,HVA-0027,2025-12-15,2,Customer Changed Mind
3907,SO0025890,25890,ELE-0018,2024-09-12,1,Defective
3908,SO0025891,25891,HVA-0004,2023-10-14,2,Customer Changed Mind
3909,SO0025896,25896,PWR-0009,2025-09-30,18,Defective
3910,SO0025904,25904,FAS-0006,2021-06-24,13,Defective
3911,SO0025904,25904,HVA-0024,2021-07-16,1,Shipping Damage
3912,SO0025911,25911,ELE-0015,2023-09-03,3,Customer Changed Mind
3913,SO0025919,25919,PWR-0009,2024-09-28,1,Defective
3914,SO0025926,25926,FAS-0012,2025-01-22,14,Defective
3915,SO0025926,25926,ELE-0014,2025-01-31,10,Shipping Damage
3916,SO0025928,25928,ELE-0019,2024-02-01,2,Damaged
3917,SO0025932,25932,HVA-0010,2024-12-22,7,Defective
3918,SO0025941,25941,ELE-0003,2024-09-23,3,Damaged
3919,SO0025942,25942,SAF-0011,2021-10-31,5,Wrong Item
3920,SO0025948,25948,HVA-0017,2025-12-26,4,Damaged
3921,SO0025952,25952,HVA-0005,2025-08-18,4,Customer Changed Mind
3922,SO0025956,25956,SAF-0012,2024-05-04,4,Damaged
3923,SO0025971,25971,FAS-0016,2022-08-24,18,Damaged
3924,SO0025978,25978,SAF-0013,2022-09-20,15,Shipping Damage
3925,SO0026007,26007,ELE-0011,2021-06-19,4,Customer Changed Mind
3926,SO0026015,26015,ELE-0021,2023-12-20,13,Customer Changed Mind
3927,SO0026033,26033,HVA-0024,2021-05-17,7,Customer Changed Mind
3928,SO0026045,26045,FAS-0001,2023-03-26,2,Customer Changed Mind
3929,SO0026048,26048,HVA-0017,2025-01-31,2,Damaged
3930,SO0026051,26051,PWR-0014,2023-07-19,2,Wrong Item
3931,SO0026056,26056,HVA-0007,2021-05-04,3,Defective
3932,SO0026070,26070,PWR-0011,2022-01-27,9,Damaged
3933,SO0026077,26077,FAS-0003,2024-08-02,3,Customer Changed Mind
3934,SO0026081,26081,ELE-0008,2022-12-11,3,Shipping Damage
3935,SO0026090,26090,HVA-0018,2023-01-10,13,Customer Changed Mind
3936,SO0026098,26098,SAF-0016,2021-03-13,16,Wrong Item
3937,SO0026108,26108,PWR-0009,2023-06-11,5,Shipping Damage
3938,SO0026117,26117,ELE-0001,2022-11-22,3,Damaged
3939,SO0026124,26124,ELE-0004,2022-11-04,5,Customer Changed Mind
3940,SO0026126,26126,FAS-0018,2022-01-09,1,Damaged
3941,SO0026127,26127,PWR-0014,2023-09-13,2,Customer Changed Mind
3942,SO0026127,26127,ELE-0012,2023-09-17,3,Shipping Damage
3943,SO0026141,26141,FAS-0008,2022-11-02,2,Damaged
3944,SO0026148,26148,PWR-0011,2024-09-02,2,Defective
3945,SO0026161,26161,ELE-0005,2021-02-08,7,Wrong Item
3946,SO0026169,26169,HVA-0019,2024-06-10,5,Damaged
3947,SO0026198,26198,HVA-0019,2023-12-04,9,Shipping Damage
3948,SO0026202,26202,ELE-0023,2026-01-16,6,Shipping Damage
3949,SO0026206,26206,ELE-0018,2024-09-14,1,Damaged
3950,SO0026214,26214,HVA-0008,2021-03-30,8,Damaged
3951,SO0026220,26220,PWR-0005,2021-10-27,1,Customer Changed Mind
3952,SO0026222,26222,ELE-0015,2022-03-27,1,Customer Changed Mind
3953,SO0026234,26234,HVA-0007,2025-01-17,1,Damaged
3954,SO0026236,26236,FAS-0002,2023-05-16,5,Shipping Damage
3955,SO0026240,26240,SAF-0001,2021-02-04,16,Shipping Damage
3956,SO0026247,26247,PWR-0003,2024-01-06,3,Defective
3957,SO0026261,26261,SAF-0011,2022-05-12,7,Defective
3958,SO0026262,26262,FAS-0015,2022-11-10,1,Wrong Item
3959,SO0026263,26263,SAF-0013,2025-04-05,1,Shipping Damage
3960,SO0026265,26265,HVA-0023,2022-04-25,13,Wrong Item
3961,SO0026286,26286,SAF-0011,2025-11-15,7,Defective
3962,SO0026297,26297,PWR-0003,2025-10-06,8,Shipping Damage
3963,SO0026299,26299,SAF-0013,2021-12-05,1,Defective
3964,SO0026299,26299,HVA-0019,2021-12-14,11,Damaged
3965,SO0026310,26310,SAF-0016,2021-10-21,5,Damaged
3966,SO0026323,26323,PWR-0008,2023-10-08,2,Defective
3967,SO0026325,26325,FAS-0007,2022-02-22,3,Damaged
3968,SO0026347,26347,PWR-0005,2022-07-20,16,Shipping Damage
3969,SO0026349,26349,FAS-0006,2021-12-20,1,Damaged
3970,SO0026354,26354,SAF-0006,2025-05-08,3,Wrong Item
3971,SO0026377,26377,PWR-0003,2021-04-09,2,Shipping Damage
3972,SO0026383,26383,ELE-0005,2022-10-08,2,Wrong Item
3973,SO0026392,26392,PWR-0001,2022-12-22,8,Defective
3974,SO0026398,26398,PWR-0007,2024-03-07,1,Damaged
3975,SO0026406,26406,HVA-0024,2026-01-19,3,Damaged
3976,SO0026407,26407,FAS-0010,2022-08-18,1,Defective
3977,SO0026410,26410,FAS-0012,2021-05-01,4,Defective
3978,SO0026418,26418,FAS-0002,2025-07-08,8,Damaged
3979,SO0026419,26419,HVA-0025,2023-02-17,2,Customer Changed Mind
3980,SO0026426,26426,FAS-0003,2021-12-15,1,Wrong Item
3981,SO0026426,26426,ELE-0017,2021-11-29,9,Shipping Damage
3982,SO0026435,26435,PWR-0013,2022-06-13,2,Wrong Item
3983,SO0026446,26446,ELE-0018,2025-06-26,2,Shipping Damage
3984,SO0026448,26448,ELE-0011,2025-04-28,2,Wrong Item
3985,SO0026454,26454,HVA-0027,2021-11-24,9,Damaged
3986,SO0026463,26463,ELE-0013,2024-11-25,5,Customer Changed Mind
3987,SO0026463,26463,FAS-0007,2024-12-07,3,Customer Changed Mind
3988,SO0026465,26465,PWR-0004,2024-04-25,1,Damaged
3989,SO0026485,26485,FAS-0001,2023-01-20,3,Defective
3990,SO0026488,26488,SAF-0010,2024-03-06,1,Damaged
3991,SO0026492,26492,FAS-0014,2024-01-04,5,Wrong Item
3992,SO0026507,26507,FAS-0005,2021-07-25,4,Customer Changed Mind
3993,SO0026515,26515,HVA-0025,2023-06-01,1,Wrong Item
3994,SO0026517,26517,PWR-0014,2023-12-19,1,Customer Changed Mind
3995,SO0026525,26525,FAS-0008,2022-04-26,4,Shipping Damage
3996,SO0026529,26529,HVA-0016,2024-12-26,9,Wrong Item
3997,SO0026539,26539,ELE-0017,2026-01-15,10,Wrong Item
3998,SO0026568,26568,SAF-0009,2023-09-03,4,Customer Changed Mind
3999,SO0026570,26570,ELE-0019,2022-01-04,2,Customer Changed Mind
4000,SO0026574,26574,ELE-0002,2021-03-29,6,Shipping Damage
4001,SO0026578,26578,SAF-0005,2021-03-27,4,Wrong Item
4002,SO0026600,26600,PWR-0012,2024-06-25,5,Defective
4003,SO0026607,26607,HVA-0022,2023-07-02,2,Damaged
4004,SO0026611,26611,FAS-0006,2023-11-17,6,Defective
4005,SO0026619,26619,FAS-0018,2024-05-29,10,Wrong Item
4006,SO0026623,26623,HVA-0016,2024-09-13,11,Defective
4007,SO0026633,26633,ELE-0013,2021-09-03,1,Defective
4008,SO0026634,26634,SAF-0013,2021-02-15,4,Wrong Item
4009,SO0026641,26641,ELE-0023,2021-10-30,4,Customer Changed Mind
4010,SO0026644,26644,HVA-0005,2021-12-05,2,Wrong Item
4011,SO0026647,26647,ELE-0008,2022-02-08,4,Damaged
4012,SO0026656,26656,ELE-0015,2025-06-12,9,Wrong Item
4013,SO0026659,26659,HVA-0024,2023-06-23,3,Wrong Item
4014,SO0026661,26661,SAF-0010,2024-01-01,1,Damaged
4015,SO0026673,26673,SAF-0013,2024-12-24,5,Customer Changed Mind
4016,SO0026674,26674,SAF-0008,2021-03-02,1,Shipping Damage
4017,SO0026677,26677,PWR-0007,2024-12-31,2,Customer Changed Mind
4018,SO0026678,26678,ELE-0016,2022-03-09,7,Damaged
4019,SO0026679,26679,FAS-0017,2023-07-11,3,Customer Changed Mind
4020,SO0026681,26681,ELE-0010,2021-05-13,1,Defective
4021,SO0026692,26692,SAF-0009,2021-04-05,3,Customer Changed Mind
4022,SO0026703,26703,HVA-0028,2022-02-18,3,Damaged
4023,SO0026706,26706,FAS-0011,2021-10-19,2,Damaged
4024,SO0026720,26720,SAF-0016,2022-09-17,2,Customer Changed Mind
4025,SO0026724,26724,SAF-0001,2021-03-20,4,Shipping Damage
4026,SO0026730,26730,FAS-0002,2022-01-20,7,Defective
4027,SO0026736,26736,ELE-0020,2025-05-20,9,Shipping Damage
4028,SO0026755,26755,HVA-0009,2022-03-26,12,Customer Changed Mind
4029,SO0026767,26767,HVA-0020,2025-07-22,9,Defective
4030,SO0026771,26771,PWR-0007,2021-10-29,4,Damaged
4031,SO0026776,26776,HVA-0027,2024-07-08,10,Customer Changed Mind
4032,SO0026780,26780,FAS-0001,2025-05-15,12,Damaged
4033,SO0026788,26788,ELE-0018,2021-08-12,1,Damaged
4034,SO0026791,26791,HVA-0025,2025-03-05,13,Damaged
4035,SO0026792,26792,SAF-0014,2025-08-30,9,Customer Changed Mind
4036,SO0026792,26792,ELE-0014,2025-09-09,1,Defective
4037,SO0026802,26802,HVA-0028,2021-09-28,5,Shipping Damage
4038,SO0026809,26809,PWR-0003,2021-10-17,6,Customer Changed Mind
4039,SO0026827,26827,SAF-0007,2024-01-16,1,Shipping Damage
4040,SO0026830,26830,ELE-0020,2022-11-21,1,Shipping Damage
4041,SO0026832,26832,PWR-0011,2024-02-21,3,Customer Changed Mind
4042,SO0026834,26834,ELE-0017,2025-04-18,3,Shipping Damage
4043,SO0026836,26836,HVA-0006,2023-10-05,7,Damaged
4044,SO0026845,26845,SAF-0007,2023-02-16,14,Shipping Damage
4045,SO0026867,26867,ELE-0020,2021-12-17,1,Shipping Damage
4046,SO0026869,26869,FAS-0002,2021-03-18,4,Shipping Damage
4047,SO0026882,26882,HVA-0009,2022-12-01,2,Shipping Damage
4048,SO0026892,26892,SAF-0017,2023-02-10,14,Damaged
4049,SO0026898,26898,ELE-0023,2021-03-24,1,Shipping Damage
4050,SO0026899,26899,SAF-0010,2024-01-24,12,Damaged
4051,SO0026901,26901,ELE-0017,2024-09-07,6,Shipping Damage
4052,SO0026913,26913,SAF-0013,2024-05-26,4,Wrong Item
4053,SO0026915,26915,FAS-0008,2022-08-10,3,Shipping Damage
4054,SO0026922,26922,HVA-0025,2024-04-26,11,Wrong Item
4055,SO0026929,26929,SAF-0005,2025-11-19,2,Defective
4056,SO0026946,26946,HVA-0020,2024-07-05,2,Customer Changed Mind
4057,SO0026960,26960,PWR-0003,2023-09-23,14,Wrong Item
4058,SO0026967,26967,FAS-0004,2025-01-17,5,Wrong Item
4059,SO0026984,26984,SAF-0007,2022-12-19,10,Shipping Damage
4060,SO0026984,26984,SAF-0001,2022-12-27,13,Wrong Item
4061,SO0026999,26999,PWR-0005,2024-02-21,3,Customer Changed Mind
4062,SO0027000,27000,ELE-0023,2025-03-06,1,Defective
4063,SO0027014,27014,HVA-0026,2022-11-29,2,Defective
4064,SO0027015,27015,SAF-0010,2025-06-30,2,Customer Changed Mind
4065,SO0027017,27017,HVA-0008,2022-09-08,3,Defective
4066,SO0027028,27028,PWR-0002,2023-01-13,1,Wrong Item
4067,SO0027034,27034,FAS-0015,2021-12-12,2,Wrong Item
4068,SO0027038,27038,FAS-0005,2022-05-12,7,Shipping Damage
4069,SO0027046,27046,HVA-0009,2026-01-20,16,Damaged
4070,SO0027048,27048,HVA-0022,2025-11-10,3,Damaged
4071,SO0027054,27054,FAS-0015,2022-02-01,2,Wrong Item
4072,SO0027058,27058,FAS-0016,2022-08-14,11,Shipping Damage
4073,SO0027066,27066,PWR-0013,2022-06-11,7,Damaged
4074,SO0027067,27067,ELE-0022,2023-08-13,10,Wrong Item
4075,SO0027080,27080,ELE-0015,2022-06-14,1,Damaged
4076,SO0027081,27081,HVA-0013,2023-08-02,1,Defective
4077,SO0027086,27086,ELE-0016,2021-10-19,1,Defective
4078,SO0027086,27086,ELE-0005,2021-10-22,1,Wrong Item
4079,SO0027086,27086,PWR-0014,2021-10-24,7,Damaged
4080,SO0027100,27100,PWR-0008,2022-09-16,13,Customer Changed Mind
4081,SO0027103,27103,PWR-0001,2024-11-01,2,Shipping Damage
4082,SO0027106,27106,ELE-0003,2022-06-01,7,Wrong Item
4083,SO0027107,27107,HVA-0006,2025-07-15,2,Defective
4084,SO0027112,27112,ELE-0015,2021-07-20,9,Shipping Damage
4085,SO0027128,27128,ELE-0022,2021-08-11,4,Defective
4086,SO0027135,27135,SAF-0016,2023-07-24,2,Defective
4087,SO0027136,27136,FAS-0017,2023-03-30,1,Damaged
4088,SO0027153,27153,ELE-0019,2025-09-20,3,Wrong Item
4089,SO0027160,27160,SAF-0010,2025-06-05,10,Wrong Item
4090,SO0027164,27164,HVA-0019,2021-11-17,1,Damaged
4091,SO0027171,27171,SAF-0016,2025-01-20,4,Wrong Item
4092,SO0027182,27182,HVA-0021,2025-03-10,7,Shipping Damage
4093,SO0027182,27182,ELE-0004,2025-03-10,3,Damaged
4094,SO0027205,27205,SAF-0011,2022-12-05,7,Shipping Damage
4095,SO0027207,27207,SAF-0014,2022-08-01,3,Shipping Damage
4096,SO0027225,27225,SAF-0005,2021-12-05,3,Customer Changed Mind
4097,SO0027230,27230,HVA-0014,2021-05-13,8,Defective
4098,SO0027252,27252,PWR-0010,2024-01-25,5,Wrong Item
4099,SO0027255,27255,HVA-0020,2021-06-10,4,Damaged
4100,SO0027256,27256,HVA-0007,2021-04-02,1,Wrong Item
4101,SO0027259,27259,SAF-0006,2022-08-25,1,Shipping Damage
4102,SO0027259,27259,PWR-0010,2022-08-26,4,Shipping Damage
4103,SO0027260,27260,SAF-0005,2025-06-07,2,Wrong Item
4104,SO0027280,27280,HVA-0018,2021-05-26,9,Defective
4105,SO0027280,27280,SAF-0017,2021-06-15,9,Defective
4106,SO0027291,27291,HVA-0023,2023-10-09,3,Customer Changed Mind
4107,SO0027303,27303,ELE-0001,2022-04-24,1,Shipping Damage
4108,SO0027305,27305,SAF-0009,2024-06-14,1,Damaged
4109,SO0027312,27312,PWR-0013,2022-12-16,15,Customer Changed Mind
4110,SO0027316,27316,FAS-0015,2025-12-08,5,Shipping Damage
4111,SO0027320,27320,PWR-0010,2025-01-19,13,Defective
4112,SO0027321,27321,HVA-0022,2024-11-25,10,Wrong Item
4113,SO0027337,27337,SAF-0011,2022-09-21,3,Wrong Item
4114,SO0027356,27356,HVA-0017,2025-10-06,1,Wrong Item
4115,SO0027360,27360,HVA-0024,2021-05-20,1,Defective
4116,SO0027364,27364,SAF-0002,2023-09-22,8,Wrong Item
4117,SO0027381,27381,ELE-0002,2023-07-24,2,Defective
4118,SO0027397,27397,HVA-0012,2021-02-21,18,Defective
4119,SO0027413,27413,SAF-0015,2025-08-21,1,Shipping Damage
4120,SO0027425,27425,ELE-0016,2025-05-24,5,Customer Changed Mind
4121,SO0027426,27426,HVA-0010,2023-10-08,14,Defective
4122,SO0027427,27427,SAF-0002,2024-03-10,1,Customer Changed Mind
4123,SO0027430,27430,ELE-0017,2024-07-29,14,Damaged
4124,SO0027435,27435,ELE-0013,2024-09-17,5,Shipping Damage
4125,SO0027439,27439,PWR-0008,2025-12-13,16,Shipping Damage
4126,SO0027443,27443,FAS-0007,2022-06-02,15,Shipping Damage
4127,SO0027443,27443,FAS-0001,2022-06-16,1,Customer Changed Mind
4128,SO0027447,27447,HVA-0016,2021-08-16,4,Damaged
4129,SO0027448,27448,FAS-0010,2022-10-09,8,Wrong Item
4130,SO0027461,27461,HVA-0022,2021-07-06,1,Defective
4131,SO0027467,27467,ELE-0016,2023-02-23,4,Damaged
4132,SO0027475,27475,HVA-0028,2024-04-30,6,Defective
4133,SO0027486,27486,PWR-0002,2022-11-08,3,Customer Changed Mind
4134,SO0027503,27503,HVA-0008,2022-06-06,1,Defective
4135,SO0027504,27504,SAF-0002,2023-05-23,2,Damaged
4136,SO0027513,27513,FAS-0018,2023-02-10,6,Wrong Item
4137,SO0027518,27518,ELE-0004,2022-02-14,7,Damaged
4138,SO0027520,27520,SAF-0013,2025-12-01,3,Wrong Item
4139,SO0027529,27529,FAS-0006,2022-05-22,10,Wrong Item
4140,SO0027549,27549,PWR-0006,2024-11-19,1,Defective
4141,SO0027569,27569,ELE-0003,2022-09-29,7,Shipping Damage
4142,SO0027577,27577,SAF-0008,2024-02-04,8,Shipping Damage
4143,SO0027577,27577,FAS-0008,2024-01-25,1,Shipping Damage
4144,SO0027579,27579,PWR-0010,2021-03-22,15,Customer Changed Mind
4145,SO0027583,27583,HVA-0022,2022-09-06,1,Wrong Item
4146,SO0027588,27588,HVA-0003,2023-06-14,1,Customer Changed Mind
4147,SO0027604,27604,FAS-0006,2022-03-29,2,Wrong Item
4148,SO0027609,27609,HVA-0019,2022-10-18,2,Damaged
4149,SO0027626,27626,FAS-0013,2022-01-17,2,Customer Changed Mind
4150,SO0027633,27633,SAF-0001,2025-01-25,14,Wrong Item
4151,SO0027637,27637,HVA-0027,2021-03-24,7,Customer Changed Mind
4152,SO0027637,27637,HVA-0017,2021-03-09,4,Wrong Item
4153,SO0027638,27638,ELE-0023,2022-11-12,4,Wrong Item
4154,SO0027657,27657,SAF-0004,2024-01-17,3,Wrong Item
4155,SO0027660,27660,PWR-0012,2022-10-30,1,Damaged
4156,SO0027661,27661,SAF-0003,2023-04-22,4,Customer Changed Mind
4157,SO0027663,27663,SAF-0017,2025-01-02,2,Damaged
4158,SO0027671,27671,HVA-0014,2021-04-19,5,Shipping Damage
4159,SO0027671,27671,PWR-0011,2021-04-18,11,Damaged
4160,SO0027679,27679,PWR-0014,2023-01-16,2,Wrong Item
4161,SO0027682,27682,FAS-0004,2024-04-05,8,Damaged
4162,SO0027694,27694,HVA-0020,2022-01-16,15,Shipping Damage
4163,SO0027694,27694,FAS-0011,2022-01-19,13,Shipping Damage
4164,SO0027706,27706,HVA-0014,2025-09-30,1,Shipping Damage
4165,SO0027713,27713,ELE-0014,2024-10-12,7,Damaged
4166,SO0027724,27724,ELE-0005,2023-11-13,2,Shipping Damage
4167,SO0027730,27730,ELE-0013,2024-04-08,9,Wrong Item
4168,SO0027732,27732,ELE-0015,2023-03-02,9,Defective
4169,SO0027734,27734,PWR-0008,2022-01-30,10,Defective
4170,SO0027735,27735,FAS-0015,2024-04-28,6,Wrong Item
4171,SO0027737,27737,HVA-0026,2024-03-16,3,Defective
4172,SO0027743,27743,FAS-0016,2025-02-05,7,Damaged
4173,SO0027750,27750,SAF-0011,2022-02-28,4,Customer Changed Mind
4174,SO0027766,27766,HVA-0004,2022-09-05,3,Wrong Item
4175,SO0027778,27778,FAS-0005,2022-11-03,7,Damaged
4176,SO0027788,27788,SAF-0012,2023-08-10,11,Damaged
4177,SO0027792,27792,ELE-0015,2023-06-23,1,Shipping Damage
4178,SO0027793,27793,SAF-0003,2025-09-18,3,Wrong Item
4179,SO0027813,27813,SAF-0007,2025-07-06,1,Damaged
4180,SO0027822,27822,ELE-0012,2021-05-05,7,Wrong Item
4181,SO0027832,27832,FAS-0006,2022-08-19,5,Damaged
4182,SO0027834,27834,HVA-0015,2025-05-27,4,Customer Changed Mind
4183,SO0027854,27854,ELE-0007,2024-08-05,1,Shipping Damage
4184,SO0027856,27856,PWR-0009,2021-06-08,7,Defective
4185,SO0027858,27858,PWR-0003,2024-06-06,1,Customer Changed Mind
4186,SO0027860,27860,FAS-0013,2022-07-14,13,Wrong Item
4187,SO0027872,27872,SAF-0010,2023-10-05,11,Damaged
4188,SO0027873,27873,SAF-0017,2024-03-17,3,Customer Changed Mind
4189,SO0027874,27874,FAS-0014,2024-05-06,1,Customer Changed Mind
4190,SO0027877,27877,HVA-0024,2024-02-25,2,Customer Changed Mind
4191,SO0027902,27902,ELE-0016,2021-06-19,6,Damaged
4192,SO0027911,27911,SAF-0003,2021-09-08,5,Customer Changed Mind
4193,SO0027913,27913,ELE-0009,2022-10-18,1,Shipping Damage
4194,SO0027917,27917,PWR-0008,2022-12-23,2,Shipping Damage
4195,SO0027921,27921,SAF-0017,2023-05-28,2,Damaged
4196,SO0027926,27926,HVA-0021,2025-08-28,4,Shipping Damage
4197,SO0027932,27932,FAS-0011,2021-08-16,1,Defective
4198,SO0027951,27951,FAS-0014,2023-11-24,2,Damaged
4199,SO0027960,27960,FAS-0012,2025-04-08,14,Defective
4200,SO0027964,27964,SAF-0006,2024-09-03,2,Wrong Item
4201,SO0027968,27968,HVA-0015,2022-07-27,2,Damaged
4202,SO0027979,27979,FAS-0013,2022-04-22,1,Customer Changed Mind
4203,SO0027980,27980,HVA-0013,2025-09-04,4,Shipping Damage
4204,SO0027989,27989,ELE-0009,2024-09-06,3,Wrong Item
4205,SO0027995,27995,HVA-0008,2021-12-24,2,Customer Changed Mind
4206,SO0028003,28003,SAF-0008,2023-06-16,2,Defective
4207,SO0028008,28008,FAS-0006,2023-07-12,2,Shipping Damage
4208,SO0028015,28015,FAS-0018,2021-10-06,6,Wrong Item
4209,SO0028024,28024,ELE-0007,2022-02-27,7,Wrong Item
4210,SO0028033,28033,ELE-0017,2022-11-01,10,Wrong Item
4211,SO0028044,28044,FAS-0009,2021-11-05,8,Damaged
4212,SO0028053,28053,PWR-0007,2025-12-25,3,Damaged
4213,SO0028057,28057,HVA-0004,2021-03-24,2,Damaged
4214,SO0028065,28065,HVA-0024,2023-12-09,8,Defective
4215,SO0028069,28069,HVA-0016,2025-09-06,4,Wrong Item
4216,SO0028088,28088,HVA-0018,2022-08-26,4,Customer Changed Mind
4217,SO0028089,28089,PWR-0002,2022-12-19,4,Defective
4218,SO0028092,28092,FAS-0015,2025-02-16,7,Customer Changed Mind
4219,SO0028094,28094,HVA-0017,2022-07-18,2,Damaged
4220,SO0028096,28096,PWR-0006,2021-05-08,8,Defective
4221,SO0028104,28104,SAF-0004,2024-06-09,16,Damaged
4222,SO0028108,28108,ELE-0018,2022-07-17,2,Shipping Damage
4223,SO0028109,28109,SAF-0017,2025-10-04,6,Customer Changed Mind
4224,SO0028112,28112,PWR-0003,2022-04-27,12,Defective
4225,SO0028115,28115,ELE-0015,2025-10-05,7,Defective
4226,SO0028124,28124,ELE-0010,2023-05-30,6,Wrong Item
4227,SO0028134,28134,FAS-0017,2022-09-01,10,Damaged
4228,SO0028138,28138,PWR-0009,2022-01-22,2,Customer Changed Mind
4229,SO0028144,28144,ELE-0007,2025-11-15,10,Wrong Item
4230,SO0028158,28158,PWR-0011,2022-05-02,3,Shipping Damage
4231,SO0028164,28164,ELE-0012,2022-11-02,11,Customer Changed Mind
4232,SO0028192,28192,FAS-0002,2021-11-22,3,Damaged
4233,SO0028203,28203,ELE-0013,2025-11-29,7,Customer Changed Mind
