OrderNumber,OrderDate,CustomerCode
SO0020196,2025-05-24,CUST00178
SO0020197,2023-02-18,CUST00289
SO0020198,2024-02-03,CUST00306
SO0020199,2025-01-20,CUST00210
SO0020200,2022-03-01,CUST00499
SO0020201,2022-04-21,CUST00449
SO0020202,2025-12-26,CUST00345
SO0020203,2022-04-11,CUST00109
SO0020204,2024-05-25,CUST00126
SO0020205,2022-05-11,CUST00467
SO0020206,2023-04-17,CUST00190
SO0020207,2021-09-06,CUST00371
SO0020208,2024-03-18,CUST00160
SO0020209,2023-09-29,CUST00040
SO0020210,2023-11-17,CUST00156
SO0020211,2024-06-20,CUST00367
SO0020212,2022-01-21,CUST00448
SO0020213,2022-08-04,CUST00198
SO0020214,2023-07-25,CUST00251
SO0020215,2024-01-14,CUST00092
SO0020216,2022-07-11,CUST00105
SO0020217,2022-12-24,CUST00435
SO0020218,2022-12-02,CUST00176
SO0020219,2024-08-19,CUST00478
SO0020220,2022-11-25,CUST00298
SO0020221,2022-02-19,CUST00147
SO0020222,2021-01-29,CUST00223
SO0020223,2022-02-17,CUST00394
SO0020224,2021-04-04,CUST00182
SO0020225,2022-11-05,CUST00366
SO0020226,2024-08-07,CUST00127
SO0020227,2024-07-03,CUST00091
SO0020228,2025-08-02,CUST00499
SO0020229,2023-02-05,CUST00251
SO0020230,2025-04-10,CUST00179
SO0020231,2021-07-21,CUST00074
SO0020232,2021-04-16,CUST00462
SO0020233,2023-02-18,CUST00431
SO0020234,2021-04-20,CUST00368
SO0020235,2021-05-18,CUST00180
SO0020236,2023-04-26,CUST00446
SO0020237,2021-02-23,CUST00390
SO0020238,2025-01-23,CUST00220
SO0020239,2022-06-13,CUST00321
SO0020240,2022-12-17,CUST00181
SO0020241,2024-02-23,CUST00014
SO0020242,2024-04-02,CUST00261
SO0020243,2022-03-06,CUST00265
SO0020244,2023-11-28,CUST00389
SO0020245,2024-08-31,CUST00199
SO0020246,2025-12-25,CUST00156
SO0020247,2025-12-01,CUST00027
SO0020248,2023-09-13,CUST00434
SO0020249,2022-09-29,CUST00484
SO0020250,2021-12-02,CUST00371
SO0020251,2021-01-10,CUST00068
SO0020252,2022-07-08,CUST00009
SO0020253,2024-03-07,CUST00153
SO0020254,2025-05-02,CUST00098
SO0020255,2024-09-15,CUST00086
SO0020256,2021-06-04,CUST00021
SO0020257,2024-04-30,CUST00158
SO0020258,2024-07-17,CUST00002
SO0020259,2021-07-18,CUST00101
SO0020260,2021-09-28,CUST00233
SO0020261,2022-12-13,CUST00129
SO0020262,2023-12-23,CUST00099
SO0020263,2023-03-29,CUST00385
SO0020264,2025-11-05,CUST00232
SO0020265,2023-07-04,CUST00030
SO0020266,2024-12-11,CUST00212
SO0020267,2025-08-28,CUST00291
SO0020268,2021-01-28,CUST00405
SO0020269,2021-02-14,CUST00143
SO0020270,2024-08-06,CUST00031
SO0020271,2021-09-13,CUST00325
SO0020272,2021-10-09,CUST00141
SO0020273,2024-10-26,CUST00444
SO0020274,2021-01-02,CUST00086
SO0020275,2023-02-03,CUST00037
SO0020276,2024-09-08,CUST00334
SO0020277,2024-07-28,CUST00358
SO0020278,2022-12-06,CUST00149
SO0020279,2025-01-05,CUST00407
SO0020280,2021-06-02,CUST00421
SO0020281,2023-11-08,CUST00059
SO0020282,2024-03-10,CUST00003
SO0020283,2025-06-21,CUST00282
SO0020284,2023-07-25,CUST00341
SO0020285,2024-11-18,CUST00417
SO0020286,2025-02-10,CUST00113
SO0020287,2023-07-09,CUST00110
SO0020288,2024-09-18,CUST00113
SO0020289,2024-01-06,CUST00100
SO0020290,2023-07-18,CUST00242
SO0020291,2023-09-18,CUST00045
SO0020292,2023-12-24,CUST00283
SO0020293,2025-03-22,CUST00097
SO0020294,2021-09-07,CUST00322
SO0020295,2025-04-05,CUST00147
SO0020296,2023-10-03,CUST00316
SO0020297,2021-05-30,CUST00412
SO0020298,2025-02-12,CUST00499
SO0020299,2024-07-20,CUST00404
SO0020300,2021-04-02,CUST00270
SO0020301,2021-12-31,CUST00273
SO0020302,2022-04-25,CUST00057
SO0020303,2022-05-18,CUST00452
SO0020304,2023-02-28,CUST00114
SO0020305,2024-06-09,CUST00239
SO0020306,2025-04-29,CUST00073
SO0020307,2022-02-19,CUST00246
SO0020308,2021-12-08,CUST00460
SO0020309,2023-06-08,CUST00374
SO0020310,2021-02-18,CUST00466
SO0020311,2025-06-07,CUST00253
SO0020312,2021-04-30,CUST00430
SO0020313,2021-12-04,CUST00374
SO0020314,2024-03-23,CUST00311
SO0020315,2024-06-17,CUST00061
SO0020316,2023-03-26,CUST00175
SO0020317,2022-10-31,CUST00093
SO0020318,2025-12-25,CUST00422
SO0020319,2025-08-14,CUST00364
SO0020320,2022-03-20,CUST00487
SO0020321,2025-07-24,CUST00017
SO0020322,2025-10-11,CUST00046
SO0020323,2021-09-17,CUST00238
SO0020324,2022-05-04,CUST00004
SO0020325,2022-05-03,CUST00091
SO0020326,2023-10-03,CUST00168
SO0020327,2022-01-04,CUST00131
SO0020328,2023-12-08,CUST00463
SO0020329,2024-06-09,CUST00474
SO0020330,2021-07-05,CUST00347
SO0020331,2022-08-13,CUST00209
SO0020332,2025-05-14,CUST00112
SO0020333,2022-02-23,CUST00376
SO0020334,2022-10-29,CUST00120
SO0020335,2025-07-28,CUST00407
SO0020336,2021-05-01,CUST00276
SO0020337,2021-12-15,CUST00397
SO0020338,2022-02-22,CUST00091
SO0020339,2021-04-29,CUST00274
SO0020340,2021-02-25,CUST00081
SO0020341,2022-06-03,CUST00272
SO0020342,2023-07-28,CUST00446
SO0020343,2021-04-28,CUST00199
SO0020344,2022-05-02,CUST00236
SO0020345,2022-05-25,CUST00223
SO0020346,2023-04-07,CUST00099
SO0020347,2022-12-24,CUST00495
SO0020348,2021-09-19,CUST00306
SO0020349,2023-06-09,CUST00347
SO0020350,2023-03-16,CUST00247
SO0020351,2025-07-16,CUST00171
SO0020352,2024-08-07,CUST00133
SO0020353,2025-06-29,CUST00207
SO0020354,2024-01-03,CUST00224
SO0020355,2025-07-12,CUST00185
SO0020356,2022-11-30,CUST00078
SO0020357,2025-12-23,CUST00424
SO0020358,2023-06-16,CUST00470
SO0020359,2024-02-09,CUST00031
SO0020360,2022-07-14,CUST00205
SO0020361,2023-02-09,CUST00437
SO0020362,2022-09-15,CUST00222
SO0020363,2025-03-28,CUST00286
SO0020364,2025-10-30,CUST00330
SO0020365,2023-08-14,CUST00445
SO0020366,2025-05-27,CUST00003
SO0020367,2023-08-19,CUST00442
SO0020368,2025-04-13,CUST00049
SO0020369,2024-01-01,CUST00368
SO0020370,2022-06-09,CUST00235
SO0020371,2024-08-31,CUST00446
SO0020372,2022-07-07,CUST00325
SO0020373,2023-10-17,CUST00048
SO0020374,2021-09-27,CUST00326
SO0020375,2021-12-05,CUST00429
SO0020376,2025-12-18,CUST00047
SO0020377,2025-03-02,CUST00300
SO0020378,2022-06-02,CUST00050
SO0020379,2024-07-06,CUST00357
SO0020380,2025-10-29,CUST00458
SO0020381,2023-08-18,CUST00230
SO0020382,2024-06-28,CUST00365
SO0020383,2023-05-09,CUST00412
SO0020384,2021-03-09,CUST00111
SO0020385,2022-04-11,CUST00036
SO0020386,2022-10-24,CUST00105
SO0020387,2023-10-04,CUST00388
SO0020388,2022-07-02,CUST00326
SO0020389,2024-10-15,CUST00432
SO0020390,2024-07-20,CUST00078
SO0020391,2021-12-24,CUST00185
SO0020392,2024-10-28,CUST00194
SO0020393,2021-08-17,CUST00338
SO0020394,2025-06-25,CUST00167
SO0020395,2021-11-21,CUST00227
SO0020396,2023-07-17,CUST00258
SO0020397,2021-02-02,CUST00075
SO0020398,2023-02-05,CUST00043
SO0020399,2023-03-30,CUST00089
SO0020400,2022-05-21,CUST00481
SO0020401,2025-12-09,CUST00087
SO0020402,2025-08-06,CUST00473
SO0020403,2022-05-27,CUST00299
SO0020404,2021-10-18,CUST00376
SO0020405,2022-05-06,CUST00284
SO0020406,2021-05-04,CUST00017
SO0020407,2022-08-11,CUST00142
SO0020408,2021-11-11,CUST00395
SO0020409,2021-01-05,CUST00419
SO0020410,2022-03-29,CUST00230
SO0020411,2021-05-07,CUST00104
SO0020412,2021-01-06,CUST00030
SO0020413,2023-12-21,CUST00124
SO0020414,2023-07-13,CUST00463
SO0020415,2025-11-30,CUST00138
SO0020416,2025-05-20,CUST00239
SO0020417,2024-10-30,CUST00378
SO0020418,2025-10-23,CUST00245
SO0020419,2025-10-16,CUST00436
SO0020420,2023-01-13,CUST00249
SO0020421,2025-03-26,CUST00221
SO0020422,2021-04-14,CUST00418
SO0020423,2024-05-10,CUST00150
SO0020424,2024-08-01,CUST00161
SO0020425,2024-08-30,CUST00483
SO0020426,2022-09-27,CUST00302
SO0020427,2024-08-14,CUST00378
SO0020428,2024-01-27,CUST00408
SO0020429,2025-07-07,CUST00144
SO0020430,2022-05-11,CUST00027
SO0020431,2024-12-14,CUST00412
SO0020432,2022-08-16,CUST00413
SO0020433,2025-03-16,CUST00237
SO0020434,2023-04-22,CUST00144
SO0020435,2025-05-15,CUST00412
SO0020436,2024-02-15,CUST00206
SO0020437,2022-05-07,CUST00261
SO0020438,2025-01-28,CUST00381
SO0020439,2025-09-10,CUST00201
SO0020440,2024-02-29,CUST00313
SO0020441,2022-05-17,CUST00313
SO0020442,2024-04-30,CUST00427
SO0020443,2023-12-28,CUST00477
SO0020444,2025-12-10,CUST00345
SO0020445,2025-05-10,CUST00017
SO0020446,2024-01-02,CUST00354
SO0020447,2024-02-01,CUST00091
SO0020448,2022-06-24,CUST00286
SO0020449,2023-12-25,CUST00254
SO0020450,2024-11-24,CUST00029
SO0020451,2025-01-22,CUST00026
SO0020452,2021-07-20,CUST00164
SO0020453,2024-05-12,CUST00037
SO0020454,2021-03-19,CUST00206
SO0020455,2025-01-06,CUST00251
SO0020456,2022-09-15,CUST00197
SO0020457,2022-04-30,CUST00242
SO0020458,2021-03-02,CUST00496
SO0020459,2022-12-01,CUST00499
SO0020460,2021-03-07,CUST00323
SO0020461,2024-10-12,CUST00269
SO0020462,2021-01-29,CUST00401
SO0020463,2021-09-06,CUST00182
SO0020464,2023-08-04,CUST00452
SO0020465,2023-12-25,CUST00207
SO0020466,2025-10-05,CUST00258
SO0020467,2024-10-19,CUST00160
SO0020468,2023-08-22,CUST00080
SO0020469,2022-05-08,CUST00316
SO0020470,2022-12-31,CUST00103
SO0020471,2025-10-26,CUST00244
SO0020472,2023-10-13,CUST00160
SO0020473,2023-09-24,CUST00480
SO0020474,2022-01-15,CUST00012
SO0020475,2022-07-23,CUST00208
SO0020476,2022-02-24,CUST00046
SO0020477,2023-05-14,CUST00158
SO0020478,2024-03-15,CUST00395
SO0020479,2022-07-19,CUST00302
SO0020480,2023-01-03,CUST00231
SO0020481,2022-06-27,CUST00395
SO0020482,2024-03-31,CUST00039
SO0020483,2023-02-08,CUST00120
SO0020484,2021-06-03,CUST00127
SO0020485,2023-10-22,CUST00367
SO0020486,2021-09-30,CUST00112
SO0020487,2022-06-13,CUST00306
SO0020488,2021-01-03,CUST00385
SO0020489,2023-04-08,CUST00073
SO0020490,2022-06-19,CUST00334
SO0020491,2022-06-27,CUST00335
SO0020492,2024-06-05,CUST00032
SO0020493,2025-09-21,CUST00079
SO0020494,2024-09-29,CUST00051
SO0020495,2025-11-15,CUST00011
SO0020496,2024-07-14,CUST00006
SO0020497,2025-01-06,CUST00049
SO0020498,2021-04-29,CUST00236
SO0020499,2021-08-18,CUST00093
SO0020500,2025-10-01,CUST00473
SO0020501,2024-02-07,CUST00215
SO0020502,2021-01-06,CUST00234
SO0020503,2022-02-01,CUST00331
SO0020504,2025-12-09,CUST00469
SO0020505,2021-08-15,CUST00058
SO0020506,2022-03-27,CUST00411
SO0020507,2024-01-31,CUST00485
SO0020508,2022-01-16,CUST00005
SO0020509,2022-05-01,CUST00462
SO0020510,2023-05-19,CUST00009
SO0020511,2025-02-08,CUST00146
SO0020512,2022-08-28,CUST00073
SO0020513,2024-07-27,CUST00279
SO0020514,2021-03-24,CUST00335
SO0020515,2021-03-05,CUST00396
SO0020516,2022-12-30,CUST00273
SO0020517,2023-01-05,CUST00078
SO0020518,2023-01-02,CUST00073
SO0020519,2021-12-20,CUST00050
SO0020520,2025-06-28,CUST00032
SO0020521,2021-03-09,CUST00480
SO0020522,2025-01-03,CUST00064
SO0020523,2021-08-05,CUST00482
SO0020524,2024-06-12,CUST00137
SO0020525,2021-11-27,CUST00092
SO0020526,2022-01-31,CUST00154
SO0020527,2025-08-25,CUST00168
SO0020528,2023-02-12,CUST00224
SO0020529,2025-04-21,CUST00291
SO0020530,2025-09-21,CUST00034
SO0020531,2024-01-02,CUST00141
SO0020532,2022-08-26,CUST00142
SO0020533,2024-10-28,CUST00395
SO0020534,2024-03-09,CUST00158
SO0020535,2025-10-09,CUST00289
SO0020536,2022-11-18,CUST00224
SO0020537,2024-05-08,CUST00141
SO0020538,2024-08-31,CUST00150
SO0020539,2022-08-15,CUST00359
SO0020540,2023-04-02,CUST00498
SO0020541,2025-04-11,CUST00274
SO0020542,2024-06-28,CUST00159
SO0020543,2022-04-17,CUST00186
SO0020544,2025-06-12,CUST00291
SO0020545,2025-01-31,CUST00251
SO0020546,2022-08-08,CUST00043
SO0020547,2024-07-16,CUST00095
SO0020548,2024-11-21,CUST00157
SO0020549,2025-04-08,CUST00057
SO0020550,2023-11-29,CUST00287
SO0020551,2021-07-04,CUST00075
SO0020552,2022-05-27,CUST00423
SO0020553,2022-01-11,CUST00033
SO0020554,2025-08-20,CUST00490
SO0020555,2025-09-24,CUST00062
SO0020556,2024-09-14,CUST00117
SO0020557,2025-07-14,CUST00395
SO0020558,2024-04-14,CUST00384
SO0020559,2021-06-12,CUST00272
SO0020560,2022-01-13,CUST00129
SO0020561,2023-02-02,CUST00027
SO0020562,2021-12-07,CUST00450
SO0020563,2023-05-06,CUST00181
SO0020564,2025-12-26,CUST00408
SO0020565,2022-02-09,CUST00289
SO0020566,2024-06-21,CUST00081
SO0020567,2025-09-26,CUST00132
SO0020568,2025-11-03,CUST00257
SO0020569,2022-06-17,CUST00408
SO0020570,2025-10-23,CUST00183
SO0020571,2024-12-11,CUST00453
SO0020572,2021-11-24,CUST00126
SO0020573,2022-08-23,CUST00045
SO0020574,2022-11-28,CUST00038
SO0020575,2025-10-14,CUST00056
SO0020576,2024-05-04,CUST00469
SO0020577,2023-09-18,CUST00365
SO0020578,2023-06-10,CUST00252
SO0020579,2025-10-20,CUST00466
SO0020580,2021-09-23,CUST00150
SO0020581,2022-03-14,CUST00306
SO0020582,2022-03-31,CUST00254
SO0020583,2021-04-18,CUST00242
SO0020584,2021-04-20,CUST00444
SO0020585,2025-05-16,CUST00444
SO0020586,2021-07-14,CUST00472
SO0020587,2021-10-20,CUST00049
SO0020588,2024-09-04,CUST00332
SO0020589,2022-07-09,CUST00053
SO0020590,2021-08-05,CUST00036
SO0020591,2022-10-29,CUST00356
SO0020592,2023-08-07,CUST00418
SO0020593,2022-11-19,CUST00106
SO0020594,2022-09-06,CUST00134
SO0020595,2023-04-08,CUST00001
SO0020596,2023-05-07,CUST00139
SO0020597,2024-01-01,CUST00230
SO0020598,2022-08-07,CUST00136
SO0020599,2024-08-23,CUST00027
SO0020600,2022-11-09,CUST00242
SO0020601,2024-09-15,CUST00100
SO0020602,2021-01-23,CUST00386
SO0020603,2025-06-01,CUST00465
SO0020604,2024-10-04,CUST00337
SO0020605,2021-01-08,CUST00064
SO0020606,2023-11-27,CUST00155
SO0020607,2025-02-08,CUST00490
SO0020608,2022-02-06,CUST00083
SO0020609,2025-02-28,CUST00269
SO0020610,2024-09-13,CUST00457
SO0020611,2023-10-15,CUST00243
SO0020612,2025-02-23,CUST00288
SO0020613,2025-04-10,CUST00099
SO0020614,2024-04-19,CUST00412
SO0020615,2021-02-21,CUST00310
SO0020616,2022-09-03,CUST00094
SO0020617,2025-03-06,CUST00239
SO0020618,2021-09-05,CUST00420
SO0020619,2025-07-13,CUST00038
SO0020620,2021-06-12,CUST00298
SO0020621,2025-10-04,CUST00162
SO0020622,2024-06-27,CUST00306
SO0020623,2021-04-22,CUST00314
SO0020624,2024-08-17,CUST00046
SO0020625,2025-06-03,CUST00312
SO0020626,2025-03-18,CUST00443
SO0020627,2024-10-24,CUST00049
SO0020628,2024-07-09,CUST00050
SO0020629,2024-12-13,CUST00280
SO0020630,2024-04-14,CUST00394
SO0020631,2022-05-03,CUST00469
SO0020632,2021-05-07,CUST00382
SO0020633,2023-04-15,CUST00061
SO0020634,2024-05-18,CUST00072
SO0020635,2024-01-12,CUST00169
SO0020636,2022-12-19,CUST00186
SO0020637,2024-07-04,CUST00038
SO0020638,2025-06-30,CUST00085
SO0020639,2022-10-15,CUST00304
SO0020640,2023-11-15,CUST00355
SO0020641,2023-03-11,CUST00226
SO0020642,2021-03-31,CUST00057
SO0020643,2021-12-09,CUST00133
SO0020644,2024-12-25,CUST00051
SO0020645,2024-01-24,CUST00103
SO0020646,2021-10-14,CUST00139
SO0020647,2021-10-17,CUST00213
SO0020648,2024-04-09,CUST00187
SO0020649,2023-03-10,CUST00199
SO0020650,2024-05-09,CUST00351
SO0020651,2025-11-14,CUST00491
SO0020652,2023-02-06,CUST00182
SO0020653,2021-12-21,CUST00313
SO0020654,2023-04-26,CUST00333
SO0020655,2023-07-16,CUST00266
SO0020656,2021-06-21,CUST00234
SO0020657,2022-11-20,CUST00307
SO0020658,2021-11-10,CUST00258
SO0020659,2024-03-16,CUST00109
SO0020660,2022-11-04,CUST00497
SO0020661,2025-09-24,CUST00389
SO0020662,2025-10-07,CUST00439
SO0020663,2025-06-24,CUST00429
SO0020664,2021-01-29,CUST00050
SO0020665,2022-06-09,CUST00091
SO0020666,2021-01-25,CUST00270
SO0020667,2021-06-02,CUST00437
SO0020668,2023-12-18,CUST00024
SO0020669,2023-04-26,CUST00362
SO0020670,2023-03-14,CUST00242
SO0020671,2025-04-17,CUST00380
SO0020672,2021-11-07,CUST00214
SO0020673,2022-05-27,CUST00112
SO0020674,2024-06-01,CUST00252
SO0020675,2021-12-14,CUST00468
SO0020676,2025-11-09,CUST00288
SO0020677,2024-04-05,CUST00277
SO0020678,2025-06-16,CUST00120
SO0020679,2022-06-22,CUST00289
SO0020680,2021-07-11,CUST00453
SO0020681,2022-08-01,CUST00100
SO0020682,2022-04-22,CUST00497
SO0020683,2024-01-01,CUST00386
SO0020684,2024-09-10,CUST00406
SO0020685,2024-10-13,CUST00141
SO0020686,2023-03-19,CUST00289
SO0020687,2023-07-28,CUST00073
SO0020688,2025-10-26,CUST00355
SO0020689,2022-11-14,CUST00472
SO0020690,2024-05-22,CUST00373
SO0020691,2023-12-09,CUST00161
SO0020692,2024-09-21,CUST00451
SO0020693,2022-09-07,CUST00407
SO0020694,2022-10-13,CUST00069
SO0020695,2023-04-16,CUST00261
SO0020696,2021-10-17,CUST00033
SO0020697,2023-05-03,CUST00341
SO0020698,2023-01-22,CUST00330
SO0020699,2023-04-02,CUST00456
SO0020700,2025-07-20,CUST00480
SO0020701,2024-06-13,CUST00330
SO0020702,2021-08-28,CUST00435
SO0020703,2025-02-05,CUST00123
SO0020704,2021-12-31,CUST00427
SO0020705,2024-08-04,CUST00056
SO0020706,2024-12-13,CUST00413
SO0020707,2025-01-19,CUST00306
SO0020708,2024-11-17,CUST00177
SO0020709,2022-08-26,CUST00369
SO0020710,2023-11-27,CUST00470
SO0020711,2022-11-28,CUST00069
SO0020712,2025-09-14,CUST00352
SO0020713,2021-10-30,CUST00108
SO0020714,2022-03-09,CUST00474
SO0020715,2021-07-14,CUST00372
SO0020716,2021-06-29,CUST00382
SO0020717,2023-05-21,CUST00476
SO0020718,2025-05-11,CUST00286
SO0020719,2022-08-19,CUST00150
SO0020720,2022-12-11,CUST00103
SO0020721,2024-06-21,CUST00442
SO0020722,2024-10-07,CUST00335
SO0020723,2025-08-16,CUST00192
SO0020724,2024-01-12,CUST00440
SO0020725,2021-05-13,CUST00265
SO0020726,2024-09-23,CUST00214
SO0020727,2021-07-06,CUST00346
SO0020728,2024-10-02,CUST00204
SO0020729,2024-04-04,CUST00275
SO0020730,2025-07-01,CUST00462
SO0020731,2023-01-21,CUST00493
SO0020732,2024-04-08,CUST00199
SO0020733,2022-07-14,CUST00219
SO0020734,2024-09-26,CUST00059
SO0020735,2024-10-21,CUST00320
SO0020736,2021-08-13,CUST00347
SO0020737,2021-05-09,CUST00297
SO0020738,2021-08-03,CUST00225
SO0020739,2021-08-01,CUST00070
SO0020740,2025-04-20,CUST00348
SO0020741,2021-11-14,CUST00462
SO0020742,2022-09-10,CUST00359
SO0020743,2021-08-24,CUST00438
SO0020744,2025-12-04,CUST00361
SO0020745,2024-05-27,CUST00482
SO0020746,2025-05-07,CUST00413
SO0020747,2024-07-25,CUST00045
SO0020748,2024-10-29,CUST00174
SO0020749,2025-04-15,CUST00354
SO0020750,2021-08-30,CUST00247
SO0020751,2022-03-23,CUST00287
SO0020752,2025-05-24,CUST00238
SO0020753,2022-01-18,CUST00223
SO0020754,2021-05-02,CUST00439
SO0020755,2025-04-05,CUST00492
SO0020756,2021-10-07,CUST00148
SO0020757,2025-10-24,CUST00413
SO0020758,2025-10-11,CUST00382
SO0020759,2021-12-09,CUST00157
SO0020760,2023-12-04,CUST00110
SO0020761,2022-10-18,CUST00199
SO0020762,2022-09-11,CUST00058
SO0020763,2021-11-16,CUST00238
SO0020764,2024-03-10,CUST00459
SO0020765,2023-03-05,CUST00359
SO0020766,2023-08-28,CUST00462
SO0020767,2024-01-16,CUST00435
SO0020768,2023-08-22,CUST00194
SO0020769,2025-05-28,CUST00123
SO0020770,2021-06-28,CUST00483
SO0020771,2024-10-07,CUST00229
SO0020772,2025-07-17,CUST00318
SO0020773,2024-10-14,CUST00112
SO0020774,2022-04-06,CUST00038
SO0020775,2025-06-02,CUST00295
SO0020776,2022-03-10,CUST00039
SO0020777,2023-08-14,CUST00407
SO0020778,2023-12-08,CUST00402
SO0020779,2021-10-09,CUST00197
SO0020780,2022-02-15,CUST00479
SO0020781,2024-03-31,CUST00010
SO0020782,2023-01-25,CUST00311
SO0020783,2022-03-03,CUST00292
SO0020784,2021-05-21,CUST00090
SO0020785,2023-10-24,CUST00186
SO0020786,2021-12-13,CUST00096
SO0020787,2021-04-06,CUST00322
SO0020788,2025-03-20,CUST00045
SO0020789,2021-10-19,CUST00478
SO0020790,2024-07-11,CUST00071
SO0020791,2021-03-13,CUST00418
SO0020792,2024-08-11,CUST00090
SO0020793,2024-06-04,CUST00304
SO0020794,2024-04-19,CUST00081
SO0020795,2023-07-23,CUST00453
SO0020796,2024-07-15,CUST00166
SO0020797,2023-10-16,CUST00239
SO0020798,2023-03-19,CUST00118
SO0020799,2024-04-01,CUST00011
SO0020800,2024-09-19,CUST00422
SO0020801,2022-05-11,CUST00229
SO0020802,2021-07-10,CUST00257
SO0020803,2021-02-20,CUST00292
SO0020804,2025-08-05,CUST00033
SO0020805,2025-11-17,CUST00404
SO0020806,2021-03-10,CUST00250
SO0020807,2022-05-16,CUST00352
SO0020808,2025-08-04,CUST00378
SO0020809,2021-07-02,CUST00497
SO0020810,2023-07-31,CUST00180
SO0020811,2024-10-23,CUST00086
SO0020812,2023-06-12,CUST00291
SO0020813,2021-10-22,CUST00373
SO0020814,2023-12-16,CUST00017
SO0020815,2022-06-19,CUST00312
SO0020816,2021-07-06,CUST00463
SO0020817,2023-03-12,CUST00218
SO0020818,2022-05-11,CUST00159
SO0020819,2021-01-12,CUST00156
SO0020820,2024-03-27,CUST00433
SO0020821,2024-06-04,CUST00292
SO0020822,2024-06-17,CUST00433
SO0020823,2022-02-08,CUST00380
SO0020824,2025-12-18,CUST00234
SO0020825,2021-12-02,CUST00009
SO0020826,2025-06-21,CUST00455
SO0020827,2025-06-17,CUST00145
SO0020828,2024-09-24,CUST00489
SO0020829,2025-07-16,CUST00295
SO0020830,2025-02-12,CUST00151
SO0020831,2023-07-03,CUST00014
SO0020832,2021-10-15,CUST00063
SO0020833,2024-02-24,CUST00033
SO0020834,2021-11-01,CUST00084
SO0020835,2024-04-05,CUST00144
SO0020836,2021-08-14,CUST00326
SO0020837,2025-11-05,CUST00428
SO0020838,2023-10-08,CUST00318
SO0020839,2024-11-12,CUST00452
SO0020840,2022-10-24,CUST00453
SO0020841,2024-05-24,CUST00253
SO0020842,2022-03-26,CUST00084
SO0020843,2024-08-04,CUST00389
SO0020844,2024-06-28,CUST00016
SO0020845,2021-04-05,CUST00087
SO0020846,2021-04-07,CUST00017
SO0020847,2023-07-22,CUST00067
SO0020848,2023-06-22,CUST00248
SO0020849,2022-11-19,CUST00062
SO0020850,2021-05-05,CUST00233
SO0020851,2022-05-20,CUST00090
SO0020852,2022-04-02,CUST00249
SO0020853,2025-01-28,CUST00331
SO0020854,2025-01-09,CUST00021
SO0020855,2022-05-04,CUST00485
SO0020856,2023-10-04,CUST00283
SO0020857,2021-11-04,CUST00368
SO0020858,2024-04-03,CUST00278
SO0020859,2025-04-01,CUST00342
SO0020860,2023-10-30,CUST00040
SO0020861,2021-03-06,CUST00154
SO0020862,2025-03-20,CUST00369
SO0020863,2024-07-08,CUST00089
SO0020864,2021-02-26,CUST00129
SO0020865,2021-09-17,CUST00422
SO0020866,2021-04-06,CUST00073
SO0020867,2021-02-23,CUST00265
SO0020868,2024-05-20,CUST00071
SO0020869,2024-03-12,CUST00109
SO0020870,2021-04-29,CUST00030
SO0020871,2023-02-26,CUST00395
SO0020872,2024-01-18,CUST00003
SO0020873,2022-11-07,CUST00443
SO0020874,2024-10-17,CUST00474
SO0020875,2021-07-26,CUST00499
SO0020876,2022-12-31,CUST00487
SO0020877,2025-10-30,CUST00478
SO0020878,2022-02-04,CUST00083
SO0020879,2023-04-22,CUST00376
SO0020880,2021-08-05,CUST00280
SO0020881,2025-04-22,CUST00057
SO0020882,2023-05-01,CUST00097
SO0020883,2025-02-25,CUST00145
SO0020884,2021-01-24,CUST00402
SO0020885,2021-08-29,CUST00413
SO0020886,2024-10-06,CUST00215
SO0020887,2024-10-13,CUST00317
SO0020888,2021-08-13,CUST00396
SO0020889,2022-02-10,CUST00486
SO0020890,2022-01-20,CUST00056
SO0020891,2023-10-30,CUST00444
SO0020892,2021-10-17,CUST00401
SO0020893,2025-05-02,CUST00252
SO0020894,2022-06-06,CUST00464
SO0020895,2022-11-21,CUST00256
SO0020896,2024-12-15,CUST00047
SO0020897,2024-12-02,CUST00005
SO0020898,2022-12-07,CUST00225
SO0020899,2023-07-01,CUST00441
SO0020900,2024-10-14,CUST00101
SO0020901,2021-01-14,CUST00043
SO0020902,2021-11-07,CUST00084
SO0020903,2022-06-09,CUST00494
SO0020904,2024-05-03,CUST00154
SO0020905,2024-12-19,CUST00235
SO0020906,2024-11-09,CUST00450
SO0020907,2023-04-17,CUST00468
SO0020908,2022-03-01,CUST00360
SO0020909,2023-02-27,CUST00237
SO0020910,2024-07-26,CUST00217
SO0020911,2022-02-18,CUST00171
SO0020912,2021-01-21,CUST00037
SO0020913,2021-02-01,CUST00388
SO0020914,2021-11-03,CUST00326
SO0020915,2025-04-10,CUST00273
SO0020916,2022-04-13,CUST00467
SO0020917,2021-08-08,CUST00097
SO0020918,2024-05-08,CUST00349
SO0020919,2022-02-15,CUST00398
SO0020920,2022-02-06,CUST00382
SO0020921,2023-05-07,CUST00314
SO0020922,2022-03-14,CUST00171
SO0020923,2022-01-19,CUST00111
SO0020924,2022-01-16,CUST00335
SO0020925,2022-05-07,CUST00278
SO0020926,2024-09-24,CUST00107
SO0020927,2022-11-03,CUST00265
SO0020928,2022-10-02,CUST00094
SO0020929,2022-02-21,CUST00399
SO0020930,2023-11-13,CUST00064
